"datetime","open","high","low","close","numEvents","volume","value"
2017-01-20 09:31:00,49.75,49.78,49.715,49.78,204,79019,3931393
2017-01-20 09:32:00,49.79,49.81,49.79,49.79,109,27821,1385469
2017-01-20 09:33:00,49.79,49.81,49.775,49.79,107,38834,1933573
2017-01-20 09:34:00,49.78,49.795,49.77,49.78,102,37153,1849297
2017-01-20 09:35:00,49.79,49.84,49.78,49.84,45,12326,613904.0625
2017-01-20 09:36:00,49.84,49.875,49.84,49.875,83,22701,1131737.375
2017-01-20 09:37:00,49.88,49.91,49.88,49.88,329,166167,8289601
2017-01-20 09:38:00,49.89,49.89,49.8757,49.8856,327,138295,6898314.5
2017-01-20 09:39:00,49.89,49.8999,49.88,49.88,58,27365,1365024.625
2017-01-20 09:40:00,49.88,49.88,49.8541,49.87,44,9496,473563.6875
2017-01-20 09:41:00,49.88,49.89,49.875,49.88,130,60898,3037891
2017-01-20 09:42:00,49.87,49.88,49.84,49.85,67,22050,1099305.25
2017-01-20 09:43:00,49.86,49.86,49.835,49.84,132,45217,2253874
2017-01-20 09:44:00,49.84,49.84,49.82,49.8399,38,15595,777173.5625
2017-01-20 09:45:00,49.84,49.86,49.8359,49.86,46,23100,1151678.625
2017-01-20 09:46:00,49.85,49.85,49.83,49.835,87,25401,1266007.625
2017-01-20 09:47:00,49.835,49.8566,49.835,49.8566,242,109858,5476171
2017-01-20 09:48:00,49.86,49.87,49.835,49.84,136,46828,2334583.75
2017-01-20 09:49:00,49.845,49.87,49.845,49.8643,23,3900,194448.2969
2017-01-20 09:50:00,49.87,49.9,49.87,49.9,33,7010,349675.7188
2017-01-20 09:51:00,49.905,49.91,49.89,49.9061,38,8802,439185
2017-01-20 09:52:00,49.9039,49.915,49.9,49.9,110,47198,2355541.25
2017-01-20 09:53:00,49.9,49.9,49.889,49.8941,12,1665,83072.8047
2017-01-20 09:54:00,49.9,49.918,49.8959,49.9,35,11304,564151.5625
2017-01-20 09:55:00,49.8959,49.91,49.8959,49.905,13,2413,120419.6484
2017-01-20 09:56:00,49.9,49.91,49.9,49.91,57,21201,1057953
2017-01-20 09:57:00,49.92,49.93,49.91,49.93,53,18077,902347.0625
2017-01-20 09:58:00,49.93,49.93,49.915,49.92,113,34957,1745330.875
2017-01-20 09:59:00,49.93,49.93,49.91,49.92,39,5601,279590.8438
2017-01-20 10:00:00,49.92,49.93,49.9,49.91,55,7900,394368.625
2017-01-20 10:01:00,49.905,49.92,49.895,49.9,120,22987,1147175.375
2017-01-20 10:02:00,49.9,49.905,49.885,49.9,77,16071,801868.3125
2017-01-20 10:03:00,49.895,49.91,49.89,49.9,89,11602,578935.5
2017-01-20 10:04:00,49.895,49.9,49.88,49.89,71,15325,764608.125
2017-01-20 10:05:00,49.885,49.89,49.8658,49.875,66,8228,410415.3125
2017-01-20 10:06:00,49.87,49.89,49.87,49.875,76,11455,571342.75
2017-01-20 10:07:00,49.87,49.89,49.865,49.89,63,8000,398984.5
2017-01-20 10:08:00,49.89,49.89,49.8733,49.88,70,14486,722580.6875
2017-01-20 10:09:00,49.88,49.89,49.87,49.875,86,16346,815309.625
2017-01-20 10:10:00,49.88,49.89,49.875,49.88,54,6676,333018.8125
2017-01-20 10:11:00,49.89,49.9,49.88,49.885,81,12496,623393.1875
2017-01-20 10:12:00,49.88,49.9,49.88,49.9,80,15812,788858.875
2017-01-20 10:13:00,49.89,49.91,49.885,49.91,62,11000,548877.0625
2017-01-20 10:14:00,49.9,49.93,49.8957,49.93,69,9679,483037.375
2017-01-20 10:15:00,49.92,49.925,49.89,49.9,91,16852,840982.5625
2017-01-20 10:16:00,49.8999,49.91,49.89,49.89,72,10519,524878.1875
2017-01-20 10:17:00,49.899,49.9,49.88,49.9,47,16158,806162.8125
2017-01-20 10:18:00,49.905,49.905,49.885,49.8873,18,3151,157218.5469
2017-01-20 10:19:00,49.8873,49.9095,49.8873,49.9095,37,8854,441803.5
2017-01-20 10:20:00,49.91,49.915,49.91,49.91,36,4833,241215.5469
2017-01-20 10:21:00,49.91,49.915,49.895,49.9,23,3136,156501.625
2017-01-20 10:22:00,49.9,49.9,49.8858,49.895,57,9300,464029.75
2017-01-20 10:23:00,49.89,49.9,49.87,49.87,56,10750,536276.875
2017-01-20 10:24:00,49.86,49.86,49.83,49.83,53,10376,517094.6563
2017-01-20 10:25:00,49.83,49.8399,49.825,49.825,49,5491,273615.2188
2017-01-20 10:26:00,49.83,49.845,49.83,49.83,34,5837,290878.7188
2017-01-20 10:27:00,49.829,49.84,49.82,49.8351,29,5037,250997.875
2017-01-20 10:28:00,49.835,49.8361,49.8184,49.825,36,4375,217977.7969
2017-01-20 10:29:00,49.8218,49.825,49.81,49.81,27,3906,194580.8906
2017-01-20 10:30:00,49.81,49.82,49.803,49.82,155,48985,2440221.5
2017-01-20 10:31:00,49.825,49.8599,49.825,49.85,62,12784,637139.875
2017-01-20 10:32:00,49.84,49.845,49.83,49.84,58,13811,688344.8125
2017-01-20 10:33:00,49.84,49.85,49.8338,49.85,32,6257,311862.9063
2017-01-20 10:34:00,49.8464,49.86,49.84,49.86,61,39167,1952167.125
2017-01-20 10:35:00,49.855,49.86,49.84,49.84,50,8370,417243.1563
2017-01-20 10:36:00,49.84,49.85,49.84,49.85,42,7468,372256.4063
2017-01-20 10:37:00,49.84,49.85,49.84,49.85,20,2925,145794.8594
2017-01-20 10:38:00,49.85,49.86,49.841,49.855,76,14316,713660.875
2017-01-20 10:39:00,49.85,49.86,49.845,49.845,46,9390,468091.1875
2017-01-20 10:40:00,49.845,49.85,49.84,49.84,24,3820,190400.3281
2017-01-20 10:41:00,49.84,49.85,49.82,49.85,111,16818,838153
2017-01-20 10:42:00,49.85,49.855,49.845,49.85,52,9945,495759.875
2017-01-20 10:43:00,49.85,49.86,49.84,49.85,82,17376,866192.3125
2017-01-20 10:44:00,49.85,49.85,49.8447,49.8447,14,3516,175270.3125
2017-01-20 10:45:00,49.845,49.85,49.84,49.84,52,8032,400322.25
2017-01-20 10:46:00,49.835,49.84,49.83,49.84,27,5330,265636.5625
2017-01-20 10:47:00,49.835,49.84,49.82,49.835,61,9525,474643.9375
2017-01-20 10:48:00,49.83,49.84,49.82,49.84,56,14590,727017.6875
2017-01-20 10:49:00,49.8357,49.84,49.815,49.82,68,14617,728272.1875
2017-01-20 10:50:00,49.82,49.83,49.82,49.82,21,10791,537653.3125
2017-01-20 10:51:00,49.825,49.83,49.81,49.83,53,6975,347494.375
2017-01-20 10:52:00,49.83,49.84,49.83,49.84,55,11448,570548
2017-01-20 10:53:00,49.84,49.84,49.83,49.8343,24,7329,365262.625
2017-01-20 10:54:00,49.84,49.84,49.83,49.8353,22,4113,204984.6406
2017-01-20 10:55:00,49.835,49.84,49.83,49.835,16,5930,295524.1875
2017-01-20 10:56:00,49.84,49.85,49.835,49.845,29,5860,292064.1875
2017-01-20 10:57:00,49.85,49.85,49.83,49.8357,92,20570,1025212.25
2017-01-20 10:58:00,49.8386,49.84,49.825,49.83,54,10168,506682.8125
2017-01-20 10:59:00,49.83,49.84,49.83,49.835,6,1000,49836
2017-01-20 11:00:00,49.835,49.8353,49.82,49.825,62,12711,633384.6875
2017-01-20 11:01:00,49.83,49.859,49.83,49.85,91,20780,1035827
2017-01-20 11:02:00,49.85,49.86,49.845,49.845,49,13937,694770.625
